t    f(t)
begin
0.0  9.670945
5.55555E-5  9.670945
1.11111E-4  9.670945
1.666665E-4  9.670945
2.22222E-4  9.670945
2.777775E-4  9.670945
3.33333E-4  9.670945
3.888885E-4  9.670945
4.44444E-4  9.670945
4.999995000000001E-4  9.670945
5.55555E-4  9.670945
6.111105E-4  9.670945
6.66666E-4  9.670945
7.222215000000001E-4  9.670945
7.77777E-4  9.670945
8.333325E-4  9.670945
8.88888E-4  9.670945
9.444435000000001E-4  9.670945
9.999990000000001E-4  9.670945
0.0010555545  9.670945
0.00111111  9.670945
0.0011666655  9.670945
0.001222221  9.670945
0.0012777765  9.670945
0.001333332  9.670945
0.0013888875  9.670945
0.0014444430000000001  9.670945
0.0014999985  9.670945
0.001555554  9.670945
0.0016111095  9.670945
0.001666665  9.670945
0.0017222205  9.670945
0.001777776  9.670945
0.0018333315  9.670945
0.0018888870000000001  9.670945
0.0019444425  9.670945
0.0019999980000000002  9.670945
0.0020555535  9.670945
0.002111109  9.670945
0.0021666645  9.670945
0.00222222  9.670945
0.0022777755  9.670945
0.002333331  9.670945
0.0023888865  9.670945
0.002444442  9.670945
0.0024999975  9.670945
0.002555553  9.670945
0.0026111085  9.670945
0.002666664  9.670945
0.0027222195  9.670945
0.002777775  9.670945
0.0028333305  9.670945
0.0028888860000000002  9.670945
0.0029444415  9.670945
0.002999997  9.670945
0.0030555525  9.670945
0.003111108  9.670945
0.0031666635  9.670945
0.003222219  9.670945
0.0032777745  9.670945
0.00333333  9.670945
0.0033888855  9.670945
0.003444441  9.670945
0.0034999965  9.670945
0.003555552  9.670945
0.0036111075  9.670945
0.003666663  9.670945
0.0037222185  9.670945
0.0037777740000000002  9.670945
0.0038333295  9.670945
0.003888885  9.670945
0.0039444405  9.670945
0.0039999960000000005  9.670945
0.0040555515  9.670945
0.004111107  9.670945
0.0041666625  9.670945
0.004222218  9.670945
0.0042777735  9.670945
0.004333329  9.670945
0.0043888845  9.670945
0.00444444  9.670945
0.0044999955  9.670945
0.004555551  9.670945
0.0046111065  9.670945
0.004666662  9.670945
0.0047222175  9.670945
0.004777773  9.670945
0.0048333285  9.670945
0.004888884  9.670945
0.0049444395  9.670945
0.004999995  9.670945
0.0050555505  9.670945
0.005111106  9.670945
0.0051666615  9.670945
0.005222217  9.670945
0.0052777725  9.670945
0.005333328  9.670945
0.0053888835  9.670945
0.005444439  9.670945
0.0054999945  9.670945
0.00555555  9.670945
0.0056111055  9.670945
0.005666661  9.670945
0.0057222165  9.670945
0.0057777720000000005  9.670945
0.0058333275  9.670945
0.005888883  9.670945
0.0059444385  9.670945
0.005999994  9.670945
0.0060555495  9.670945
0.006111105  9.670945
0.0061666605  9.670945
0.006222216  9.670945
0.0062777715  9.670945
0.006333327  9.670945
0.0063888825  9.670945
0.006444438  9.670945
0.0064999935  9.670945
0.006555549  9.670945
0.0066111045  9.670945
0.00666666  9.670945
0.0067222155  9.670945
0.006777771  9.670945
0.0068333265  9.670945
0.006888882  9.670945
0.0069444375  9.670945
0.006999993  9.670945
0.0070555485  9.670945
0.007111104  9.670945
0.0071666595  9.670945
0.007222215  9.670945
0.0072777705  9.670945
0.007333326  9.670945
0.0073888815  9.670945
0.007444437  9.670945
0.0074999925  9.670945
0.0075555480000000005  9.670945
0.0076111035  9.670945
0.007666659  9.670945
0.0077222145  9.670945
0.00777777  9.670945
0.0078333255  9.670945
0.007888881  9.670945
0.0079444365  9.670945
0.007999992000000001  9.670945
0.0080555475  9.670945
0.008111103  9.670945
0.0081666585  9.670945
0.008222214  9.670945
0.0082777695  9.670945
0.008333325  9.670945
0.0083888805  9.670945
0.008444436  9.670945
0.0084999915  9.670945
0.008555547  9.670945
0.0086111025  9.670945
0.008666658  9.670945
0.0087222135  9.670945
0.008777769  9.670945
0.0088333245  9.670945
0.00888888  9.670945
0.0089444355  9.670945
0.008999991  9.670945
0.0090555465  9.670945
0.009111102  9.670945
0.0091666575  9.670945
0.009222213  9.670945
0.0092777685  9.670945
0.009333324  9.670945
0.0093888795  9.670945
0.009444435  9.670945
0.0094999905  9.670945
0.009555546  9.670945
0.0096111015  9.670945
0.009666657  9.670945
0.0097222125  9.670945
0.009777768  9.670945
0.0098333235  9.670945
0.009888879  9.670945
0.0099444345  9.670945
0.00999999  9.670945
0.0100555455  9.670945
0.010111101  9.670945
0.0101666565  9.670945
0.010222212  9.670945
0.0102777675  9.670945
0.010333323  9.670945
0.0103888785  9.670945
0.010444434  9.670945
0.0104999895  9.670945
0.010555545  9.670945
0.0106111005  9.670945
0.010666656  9.670945
0.0107222115  9.670945
0.010777767  9.670945
0.010833322500000001  9.670945
0.010888878  9.670945
0.0109444335  9.670945
0.010999989  9.670945
0.0110555445  9.670945
0.0111111  9.670945
0.0111666555  9.670945
0.011222211  9.670945
0.0112777665  9.670945
0.011333322  9.670945
0.0113888775  9.670945
0.011444433  9.670945
0.0114999885  9.670945
0.011555544000000001  9.670945
0.0116110995  9.670945
0.011666655  9.670945
0.0117222105  9.670945
0.011777766  9.670945
0.0118333215  9.670945
0.011888877  9.670945
0.0119444325  9.670945
0.011999988  9.670945
0.0120555435  9.670945
0.012111099  9.670945
0.0121666545  9.670945
0.01222221  9.670945
0.0122777655  9.670945
0.012333321  9.670945
0.0123888765  9.670945
0.012444432  9.670945
0.0124999875  9.670945
0.012555543  9.670945
0.012611098500000001  9.670945
0.012666654  9.670945
0.0127222095  9.670945
0.012777765  9.670945
0.0128333205  9.670945
0.012888876  9.670945
0.0129444315  9.670945
0.012999987  9.670945
0.0130555425  9.670945
0.013111098  9.670945
0.0131666535  9.670945
0.013222209  9.670945
0.0132777645  9.670945
0.01333332  9.670945
0.0133888755  9.670945
0.013444431  9.670945
0.0134999865  9.670945
0.013555542  9.670945
0.0136110975  9.670945
0.013666653  9.670945
0.0137222085  9.670945
0.013777764  9.670945
0.0138333195  9.670945
0.013888875  9.670945
0.0139444305  9.670945
0.013999986  9.670945
0.0140555415  9.670945
0.014111097  9.670945
0.0141666525  9.670945
0.014222208  9.670945
0.0142777635  9.670945
0.014333319  9.670945
0.014388874500000001  9.670945
0.01444443  9.670945
0.0144999855  9.670945
0.014555541  9.670945
0.0146110965  9.670945
0.014666652  9.670945
0.0147222075  9.670945
0.014777763  9.670945
0.0148333185  9.670945
0.014888874  9.670945
0.0149444295  9.670945
0.014999985  9.670945
0.0150555405  9.670945
0.015111096000000001  9.670945
0.0151666515  9.670945
0.015222207  9.670945
0.0152777625  9.670945
0.015333318  9.670945
0.0153888735  9.670945
0.015444429  9.670945
0.0154999845  9.670945
0.01555554  9.670945
0.0156110955  9.670945
0.015666651  9.670945
0.0157222065  9.670945
0.015777762  9.670945
0.0158333175  9.670945
0.015888873  9.670945
0.0159444285  9.670945
0.015999984000000002  9.670945
0.0160555395  9.670945
0.016111095  9.670945
0.0161666505  9.670945
0.016222206  9.670945
0.0162777615  9.670945
0.016333317  9.670945
0.0163888725  9.670945
0.016444428  9.670945
0.0164999835  9.670945
0.016555539  9.670945
0.0166110945  9.670945
0.01666665  9.670945
0.0167222055  9.670945
0.016777761  9.670945
0.0168333165  9.670945
0.016888872  9.670945
0.0169444275  9.670945
0.016999983  9.670945
0.017055538500000002  9.670945
0.017111094  9.670945
0.0171666495  9.670945
0.017222205  9.670945
0.0172777605  9.670945
0.017333316  9.670945
0.0173888715  9.670945
0.017444427  9.670945
0.0174999825  9.670945
0.017555538  9.670945
0.0176110935  9.670945
0.017666649  9.670945
0.0177222045  9.670945
0.01777776  9.670945
0.0178333155  9.670945
0.017888871  9.670945
0.0179444265  9.670945
0.017999982  9.670945
0.0180555375  9.670945
0.018111093  9.670945
0.0181666485  9.670945
0.018222204  9.670945
0.0182777595  9.670945
0.018333315  9.670945
0.0183888705  9.670945
0.018444426  9.670945
0.0184999815  9.670945
0.018555537  9.670945
0.0186110925  9.670945
0.018666648  9.670945
0.0187222035  9.670945
0.018777759  9.670945
0.0188333145  9.670945
0.01888887  9.670945
0.0189444255  9.670945
0.018999981  9.670945
0.0190555365  9.670945
0.019111092  9.670945
0.0191666475  9.670945
0.019222203  9.670945
0.0192777585  9.670945
0.019333314  9.670945
0.0193888695  9.670945
0.019444425  9.670945
0.0194999805  9.670945
0.019555536  9.670945
0.0196110915  9.670945
0.019666647  9.670945
0.0197222025  9.670945
0.019777758  9.670945
0.0198333135  9.670945
0.019888869  9.670945
0.0199444245  9.670945
0.01999998  9.670945
0.0200555355  9.670945
0.020111091  9.670945
0.0201666465  9.670945
0.020222202  9.670945
0.0202777575  9.670945
0.020333313  9.670945
0.0203888685  9.670945
0.020444424  9.670945
0.0204999795  9.670945
0.020555535  9.670945
0.020611090500000002  9.670945
0.020666646  9.670945
0.0207222015  9.670945
0.020777757  9.670945
0.0208333125  9.670945
0.020888868  9.670945
0.0209444235  9.670945
0.020999979  9.670945
0.0210555345  9.670945
0.02111109  9.670945
0.0211666455  9.670945
0.021222201  9.670945
0.0212777565  9.670945
0.021333312  9.670945
